RY_External_ID__c,Name,Account_Key,Applicant_Key,Campaign_Key,Intake_Key,CloseDate,RY_Sample_Stage__c,RY_Expected_Value_ZAR__c
RY-OPP-00011476,Part-Time Higher Certificate in Marketing and Branding - Application Sent,,RY-CONT-00116629,,RY-INTAKE-043,2022-11-23,Application Sent,
RY-OPP-00234553,Social Media Marketing - Qualification,,RY-CONT-00028034,,RY-INTAKE-038,2022-10-07,Qualification,
RY-OPP-00492738,Digital Content & Copywriting - Application Received,,RY-CONT-00045206,,RY-INTAKE-029,2022-10-02,Application Received,11820.26
RY-OPP-00080718,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Qualification",,RY-CONT-00000773,,RY-INTAKE-035,2023-01-27,Qualification,
RY-OPP-00114563,Shopper Marketing - Offer Made,,RY-CONT-00019294,,RY-INTAKE-040,2022-12-08,Offer Made,15774.39
RY-OPP-00348698,Media Planning - Closed Won,,RY-CONT-01114608,RY-CAMP-00000406,RY-INTAKE-026,2022-12-23,Closed Won,12923.78
RY-OPP-00540048,Desktop Publishing with InDesign - Application Sent,,RY-CONT-00080304,,RY-INTAKE-039,2023-01-26,Application Sent,
RY-OPP-00480840,Shopper Marketing - Offer Made,,RY-CONT-00044956,,RY-INTAKE-040,2022-10-05,Offer Made,14868.72
RY-OPP-00464461,Marketing Strategy - Enquiry,,RY-CONT-01121149,,RY-INTAKE-036,2022-11-10,Enquiry,7933.21
RY-OPP-00109631,Management Development Programme: Agency Leadership - Enquiry,,RY-CONT-01120536,,RY-INTAKE-048,2022-10-15,Enquiry,28955.19
RY-OPP-00567632,Shopper Marketing - Closed Won,,RY-CONT-00160954,,RY-INTAKE-040,2022-09-21,Closed Won,15972.61
RY-OPP-00451083,Strategic Foresight for Leaders - Qualification,,RY-CONT-01126078,,RY-INTAKE-054,2022-08-04,Qualification,23380.69
RY-OPP-00137893,Data Visualisation for Designers - Closed Won,,RY-CONT-00176538,,RY-INTAKE-031,2022-10-25,Closed Won,16099.1
RY-OPP-00640712,Strategic Foresight for Leaders - Enquiry,,RY-CONT-00209526,,RY-INTAKE-054,2022-12-09,Enquiry,23479.28
RY-OPP-00666149,Customer Experience - Application Received,,RY-CONT-00162853,,RY-INTAKE-033,2022-08-29,Application Received,11173.33
RY-OPP-00634992,Social Media Marketing - Application Sent,,RY-CONT-00083695,,RY-INTAKE-038,2022-09-27,Application Sent,
RY-OPP-00536074,Part-Time Higher Certificate in Marketing and Branding - Qualification,,RY-CONT-00139681,,RY-INTAKE-043,2022-09-24,Qualification,
RY-OPP-00034919,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Offer Made",,RY-CONT-00194464,RY-CAMP-00000119,RY-INTAKE-035,2022-09-25,Offer Made,
RY-OPP-00101405,Data Visualisation for Designers - Application Sent,,RY-CONT-00096389,,RY-INTAKE-031,2022-08-08,Application Sent,14002.54
RY-OPP-00217706,Higher Certificate in Business Management - Enquiry,,RY-CONT-00158525,,RY-INTAKE-009,2022-07-16,Enquiry,
RY-OPP-00572063,Customer Experience - Qualification,,RY-CONT-01135449,,RY-INTAKE-033,2022-10-14,Qualification,12851.86
RY-OPP-00136895,Operational Finance - Application Sent,,RY-CONT-01137094,,RY-INTAKE-051,2022-10-28,Application Sent,10865.45
RY-OPP-00498948,Brand as Capital - Application Received,,RY-CONT-00069553,,RY-INTAKE-046,2022-06-20,Application Received,23502.0
RY-OPP-00476124,User Experience Design - Enquiry,,RY-CONT-00135736,,RY-INTAKE-019,2022-05-01,Enquiry,
RY-OPP-00350737,Customer Experience - Closed Won,,RY-CONT-00202606,,RY-INTAKE-033,2022-05-20,Closed Won,12844.69
RY-OPP-00607919,Postgraduate Diploma in Management - Enquiry,,RY-CONT-00028265,,RY-INTAKE-013,2022-04-23,Enquiry,
RY-OPP-00534916,Strategic Foresight for Leaders - Closed Won,,RY-CONT-01110503,,RY-INTAKE-054,2022-04-05,Closed Won,23244.1
RY-OPP-00573946,People Management - Application Sent,,RY-CONT-00190437,,RY-INTAKE-056,2022-08-25,Application Sent,13251.61
RY-OPP-00005761,Data Analysis for Marketers - Qualification,,RY-CONT-00054811,,RY-INTAKE-034,2022-08-06,Qualification,13413.36
RY-OPP-00017431,Strategic Foresight for Leaders - Application Sent,,RY-CONT-00105947,,RY-INTAKE-054,2022-05-13,Application Sent,24210.92
RY-OPP-00304968,Part-Time Higher Certificate in Graphic Design - Closed Lost,,RY-CONT-00055525,,RY-INTAKE-053,2022-07-15,Closed Lost,
RY-OPP-00629009,Sports Sponsorship Marketing - Closed Lost,,RY-CONT-00184952,,RY-INTAKE-049,2022-05-10,Closed Lost,
RY-OPP-00547985,Higher Certificate in Business Management - Closed Won,,RY-CONT-00041827,RY-CAMP-00000202,RY-INTAKE-009,2022-05-19,Closed Won,
RY-OPP-00234570,User Experience Design - Offer Made,,RY-CONT-00187757,RY-CAMP-00000348,RY-INTAKE-019,2022-04-05,Offer Made,
RY-OPP-00115324,Media Planning - Qualification,,RY-CONT-01124980,,RY-INTAKE-026,2022-03-15,Qualification,11409.21
RY-OPP-00111072,Data Analysis for Marketers - Enquiry,,RY-CONT-00047813,,RY-INTAKE-034,2022-02-21,Enquiry,11930.36
