RY_External_ID__c,Programme_Key,Title__c,Catalogue_Section__c,Delivery_Mode__c,Study_Pace__c,Duration_Value__c,Duration_Unit__c,Advertised_Fee_ZAR__c,Price_Status__c,Source_URL__c,Source_Refs__c,Observed_Date__c,Notes__c
RY-DIRTY-OFFER-079,RY-DIRTY-PROG-076,ACA Graduate Programme for Agencies,Online education,Unconfirmed,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/online-ed,B05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-080,RY-DIRTY-PROG-077,Part-Time Advanced Diploma in Digital Marketing,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,B05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-081,RY-DIRTY-PROG-078,Design Thinking Practitioner,Online education,Unconfirmed,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/online-ed,B05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-082,RY-DIRTY-PROG-079,Project Manager,Online education,Unconfirmed,Not stated,2,Years,,Not shown,https://www.redandyellow.co.za/online-ed,B05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-083,RY-DIRTY-PROG-080,Part-Time Advanced Diploma in User Centered Design,Online education,Unconfirmed,Part-time,2,Years,,Not shown,https://www.redandyellow.co.za/online-ed,B05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-084,RY-DIRTY-PROG-006,Bachelor of Commerce in Marketing,Online education,Unconfirmed,Not stated,3,Years,,Not shown,https://www.redandyellow.co.za/online-ed,B05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-085,RY-DIRTY-PROG-081,Part-Time Advanced Diploma in Copywriting,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,B06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-086,RY-DIRTY-PROG-082,Part-Time Advanced Diploma in Marketing & Advertising Communications,Online education,Unconfirmed,Part-time,2,Years,,Enquire,https://www.redandyellow.co.za/online-ed,B06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-087,RY-DIRTY-PROG-008,Postgraduate Diploma: Creative Leadership,Online education,Unconfirmed,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/online-ed,B06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-088,RY-DIRTY-PROG-002,Bachelor of Arts Honours in Visual Communication Design,Online education,Unconfirmed,Not stated,,,,Not shown,https://www.redandyellow.co.za/online-ed,B06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Duration not visible on this listing; not copied from another offering. No visible start date; no intake fabricated. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-089,RY-DIRTY-PROG-083,Bachelor of Business Administration: Marketing and Brand Management,Online education,Unconfirmed,Not stated,,,,Not shown,https://www.redandyellow.co.za/online-ed,B06,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Duration not visible on this listing; not copied from another offering. No visible start date; no intake fabricated. Price not fully visible; not inferred from another listing. Online education is the page section; actual delivery mode requires confirmation.
RY-DIRTY-OFFER-001-DUP01,RY-DIRTY-PROG-001,Advanced diploma in Copywriting,On-campus,On-campus,Not stated,1,Years,,Enquire,https://www.redandyellow.co.za/on-campus,A01,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. No visible start date; no intake fabricated.
RY-DIRTY-OFFER-021-DUP02,RY-DIRTY-PROG-021,Data analysis ,Online education,Unconfirmed,Not stated,11,Weeks,135000,Published,https://www.redandyellow.co.za/online-ed,A05,2026-09-08,SYNTHETIC DIRTY-DATA EXERCISE. Values may have injected defects; source screenshots are unchanged. Online education is the page section; actual delivery mode requires confirmation.
