Id,Salesforce_Link,Name,StageName,CloseDate,AccountId,RY_External_ID__c,RY_Sample_Stage__c,RY_Expected_Value_ZAR__c,CreatedDate
006jX000000653UQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000653UQAQ/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Closed Won",Qualify,2025-10-11,,RY-OPP-00308876,Closed Won,,2026-09-09T12:53:07.000+0000
006jX00000062f6QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062f6QAA/view,Desktop Publishing with InDesign - Application Sent,Qualify,2026-03-04,,RY-OPP-00310864,Application Sent,,2026-09-09T12:57:23.000+0000
006jX00000066QzQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066QzQAI/view,Data Visualisation for Designers - Closed Won,Qualify,2023-09-20,,RY-OPP-00313051,Closed Won,14911.74,2026-09-09T12:53:29.000+0000
006jX00000062f8QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062f8QAA/view,Higher Certificate in Marketing and Branding - Closed Lost,Qualify,2026-02-26,,RY-OPP-00316075,Closed Lost,,2026-09-09T12:59:21.000+0000
006jX00000063rQQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063rQQAQ/view,Part-Time Higher Certificate in Business Management - Closed Lost,Qualify,2024-11-28,,RY-OPP-00316184,Closed Lost,,2026-09-09T12:57:35.000+0000
006jX000000658JQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000658JQAQ/view,Social Media Marketing - Qualification,Qualify,2023-06-07,,RY-OPP-00316860,Qualification,,2026-09-09T12:52:34.000+0000
006jX00000064CGQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064CGQAY/view,Public Relations - Offer Made,Qualify,2027-01-03,,RY-OPP-00317975,Offer Made,13284.58,2026-09-09T12:55:28.000+0000
006jX00000062VXQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062VXQAY/view,Data Visualisation for Designers - Offer Made,Qualify,2023-12-31,,RY-OPP-00318043,Offer Made,14518.61,2026-09-09T12:59:00.000+0000
006jX00000065WWQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065WWQAY/view,Digital Marketing Professional - Application Sent,Qualify,2022-10-15,,RY-OPP-00318866,Application Sent,,2026-09-09T12:52:56.000+0000
006jX00000065JdQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065JdQAI/view,Interior Decorating - Application Sent,Qualify,2026-07-27,,RY-OPP-00321395,Application Sent,15389.22,2026-09-09T12:59:53.000+0000
006jX00000062DmQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062DmQAI/view,Postgraduate Diploma in Digital Marketing - Application Sent,Qualify,2023-09-26,,RY-OPP-00322409,Application Sent,,2026-09-09T12:56:01.000+0000
006jX00000064kAQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064kAQAQ/view,Performance Marketing - Enquiry,Qualify,2024-09-20,,RY-OPP-00334443,Enquiry,10317.29,2026-09-09T12:59:13.000+0000
006jX00000066xBQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066xBQAQ/view,Digital Content & Copywriting - Enquiry,Qualify,2025-08-24,,RY-OPP-00336791,Enquiry,12141.84,2026-09-09T12:58:47.000+0000
006jX00000061j3QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061j3QAA/view,Sales & Account Management - Enquiry,Qualify,2023-06-03,,RY-OPP-00337234,Enquiry,4096.15,2026-09-09T12:53:59.000+0000
006jX000000634uQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000634uQAA/view,AI & Executive Judgement - Closed Won,Qualify,2022-03-22,,RY-OPP-00337630,Closed Won,21486.85,2026-09-09T12:59:37.000+0000
006jX00000064vQQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064vQQAQ/view,Postgraduate Diploma in Management - Enquiry,Qualify,2022-05-13,,RY-OPP-00339165,Enquiry,,2026-09-09T12:53:54.000+0000
006jX00000061siQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061siQAA/view,Social Media Marketing - Closed Lost,Qualify,2025-08-20,,RY-OPP-00345464,Closed Lost,,2026-09-09T12:56:10.000+0000
006jX00000065UxQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065UxQAI/view,Higher Certificate in Business Management - Qualification,Qualify,2025-02-08,,RY-OPP-00346236,Qualification,,2026-09-09T12:59:23.000+0000
006jX00000067BhQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000067BhQAI/view,Sales & Account Management - Qualification,Qualify,2024-04-18,,RY-OPP-00347346,Qualification,3636.09,2026-09-09T12:59:43.000+0000
006jX00000065RgQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065RgQAI/view,Mentorship - Closed Won,Qualify,2023-05-29,,RY-OPP-00352985,Closed Won,5164.82,2026-09-09T12:52:31.000+0000
006jX00000064x2QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064x2QAA/view,Part-Time Postgraduate Diploma in Digital Marketing - Closed Lost,Qualify,2023-10-15,,RY-OPP-00353916,Closed Lost,,2026-09-09T12:54:51.000+0000
006jX00000062glQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062glQAA/view,Sales & Account Management - Application Received,Qualify,2025-05-31,,RY-OPP-00359348,Application Received,4565.85,2026-09-09T12:57:07.000+0000
006jX00000065oHQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065oHQAQ/view,User Experience Design - Enquiry,Qualify,2026-06-04,,RY-OPP-00360542,Enquiry,,2026-09-09T12:56:11.000+0000
006jX000000670PQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000670PQAQ/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Qualification",Qualify,2026-07-26,,RY-OPP-00366176,Qualification,,2026-09-09T12:58:57.000+0000
006jX00000066ltQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066ltQAA/view,Shopper Marketing - Offer Made,Qualify,2022-06-21,,RY-OPP-00368429,Offer Made,12532.85,2026-09-09T12:56:16.000+0000
006jX00000065MpQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065MpQAI/view,People Management - Application Sent,Qualify,2023-07-03,,RY-OPP-00368590,Application Sent,10052.38,2026-09-09T12:55:13.000+0000
006jX00000066iiQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066iiQAA/view,Shopper Marketing - Offer Made,Qualify,2023-12-11,,RY-OPP-00373204,Offer Made,12297.13,2026-09-09T12:57:27.000+0000
006jX00000066SZQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066SZQAY/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Qualification",Qualify,2024-02-09,,RY-OPP-00378205,Qualification,,2026-09-09T12:53:43.000+0000
006jX00000062ATQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062ATQAY/view,Data Analysis - Application Sent,Qualify,2023-08-16,,RY-OPP-00386598,Application Sent,10664.08,2026-09-09T12:54:03.000+0000
006jX00000060jnQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000060jnQAA/view,Customer Experience - Closed Won,Qualify,2023-03-02,,RY-OPP-00395148,Closed Won,12802.97,2026-09-09T12:54:52.000+0000
006jX00000063HnQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063HnQAI/view,Public Relations - Application Received,Qualify,2025-07-24,,RY-OPP-00402647,Application Received,15756.64,2026-09-09T12:53:02.000+0000
006jX00000066nVQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066nVQAQ/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Closed Won",Qualify,2025-03-17,,RY-OPP-00403437,Closed Won,,2026-09-09T12:56:24.000+0000
006jX00000066XOQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066XOQAY/view,Desktop Publishing with InDesign - Qualification,Qualify,2026-03-12,,RY-OPP-00405781,Qualification,,2026-09-09T12:53:30.000+0000
006jX00000063b9QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063b9QAA/view,Media Planning - Closed Lost,Qualify,2023-06-05,,RY-OPP-00407092,Closed Lost,,2026-09-09T12:55:26.000+0000
006jX00000066fSQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066fSQAQ/view,Digital Marketing Professional - Application Sent,Qualify,2023-09-02,,RY-OPP-00412472,Application Sent,,2026-09-09T12:54:59.000+0000
006jX00000062gmQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062gmQAA/view,Media Planning - Qualification,Qualify,2023-08-21,,RY-OPP-00414604,Qualification,12481.5,2026-09-09T12:57:54.000+0000
006jX00000062NNQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062NNQAY/view,Shopper Marketing - Qualification,Qualify,2026-06-18,,RY-OPP-00417674,Qualification,14774.49,2026-09-09T12:57:52.000+0000
006jX00000066p9QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066p9QAA/view,Copywriting - Closed Won,Qualify,2026-07-15,,RY-OPP-00419328,Closed Won,11227.58,2026-09-09T12:56:50.000+0000
006jX00000064PAQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064PAQAY/view,Interior Decorating - Qualification,Qualify,2026-01-11,,RY-OPP-00420461,Qualification,15065.27,2026-09-09T12:54:01.000+0000
006jX00000062DlQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062DlQAI/view,Higher Certificate in Marketing and Branding - Offer Made,Qualify,2022-06-02,,RY-OPP-00427839,Offer Made,,2026-09-09T12:55:11.000+0000
006jX00000061PgQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061PgQAI/view,Storytelling for Impact & Influence - Application Sent,Qualify,2025-08-11,,RY-OPP-00431824,Application Sent,6164.94,2026-09-09T12:57:09.000+0000
006jX00000065WXQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065WXQAY/view,Operational Finance - Enquiry,Qualify,2026-02-17,,RY-OPP-00431877,Enquiry,11574.03,2026-09-09T12:54:32.000+0000
006jX000000651sQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000651sQAA/view,Design Thinking - Closed Lost,Qualify,2026-06-09,,RY-OPP-00434468,Closed Lost,10798.04,2026-09-09T12:55:09.000+0000
006jX00000065yoQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065yoQAA/view,Strategic Foresight for Leaders - Enquiry,Qualify,2026-06-24,,RY-OPP-00435938,Enquiry,22233.72,2026-09-09T12:57:33.000+0000
006jX00000065Q3QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065Q3QAI/view,People Management - Enquiry,Qualify,2025-01-23,,RY-OPP-00440064,Enquiry,11166.57,2026-09-09T12:55:04.000+0000
006jX00000066vZQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066vZQAQ/view,Public Relations - Application Received,Qualify,2022-11-23,,RY-OPP-00440801,Application Received,14251.77,2026-09-09T12:58:45.000+0000
006jX00000065RjQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065RjQAI/view,Digital Content & Copywriting - Qualification,Qualify,2022-10-21,,RY-OPP-00441591,Qualification,13601.79,2026-09-09T12:53:18.000+0000
006jX00000066ynQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066ynQAA/view,Brand as Capital - Application Sent,Qualify,2025-05-27,,RY-OPP-00445002,Application Sent,20067.24,2026-09-09T12:58:50.000+0000
006jX00000062f7QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062f7QAA/view,Part-Time Postgraduate Diploma in Management - Offer Made,Qualify,2026-09-04,,RY-OPP-00446248,Offer Made,,2026-09-09T12:59:04.000+0000
006jX00000063fzQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063fzQAA/view,Social Media Marketing - Offer Made,Qualify,2024-12-06,,RY-OPP-00447256,Offer Made,,2026-09-09T12:56:15.000+0000
006jX00000062C5QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062C5QAI/view,Digital Marketing Professional - Offer Made,Qualify,2025-11-18,,RY-OPP-00447420,Offer Made,,2026-09-09T12:59:33.000+0000
006jX00000064oxQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064oxQAA/view,Media Planning - Application Received,Qualify,2026-10-28,,RY-OPP-00451765,Application Received,10544.86,2026-09-09T12:57:21.000+0000
006jX00000064gxQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064gxQAA/view,Sports Sponsorship Marketing - Application Received,Qualify,2023-06-07,,RY-OPP-00453026,Application Received,,2026-09-09T12:58:54.000+0000
006jX00000066KVQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066KVQAY/view,Public Relations - Enquiry,Qualify,2025-11-23,,RY-OPP-00454762,Enquiry,13133.34,2026-09-09T12:58:24.000+0000
006jX00000067A5QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000067A5QAI/view,Business Analysis - Enquiry,Qualify,2025-10-26,,RY-OPP-00455597,Enquiry,12561.32,2026-09-09T12:59:39.000+0000
006jX000000645nQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000645nQAA/view,Performance Marketing - Closed Won,Qualify,2024-08-23,,RY-OPP-00463681,Closed Won,12122.1,2026-09-09T12:59:41.000+0000
006jX00000062LjQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062LjQAI/view,Customer Experience - Qualification,Qualify,2022-10-31,,RY-OPP-00465200,Qualification,10364.35,2026-09-09T12:59:06.000+0000
006jX00000066ifQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066ifQAA/view,Performance Marketing - Offer Made,Qualify,2022-10-14,,RY-OPP-00465702,Offer Made,10288.91,2026-09-09T12:55:17.000+0000
006jX00000066BjQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066BjQAI/view,Strategic Foresight for Leaders - Qualification,Qualify,2025-03-12,,RY-OPP-00473912,Qualification,23085.72,2026-09-09T12:52:39.000+0000
006jX00000061EOQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061EOQAY/view,Postgraduate Diploma in Management - Closed Won,Qualify,2026-11-09,,RY-OPP-00476014,Closed Won,,2026-09-09T12:58:26.000+0000
006jX00000063HpQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063HpQAI/view,Mentorship - Application Sent,Qualify,2023-11-15,,RY-OPP-00476516,Application Sent,5243.16,2026-09-09T12:56:13.000+0000
006jX00000063uUQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063uUQAQ/view,Design Thinking - Application Received,Qualify,2023-11-05,,RY-OPP-00477428,Application Received,10013.58,2026-09-09T12:54:20.000+0000
006jX00000063uZQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063uZQAQ/view,Digital Marketing Professional - Enquiry,Qualify,2023-01-10,,RY-OPP-00479595,Enquiry,,2026-09-09T12:57:10.000+0000
006jX000000620pQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000620pQAA/view,Higher Certificate in Marketing and Branding - Enquiry,Qualify,2024-01-04,,RY-OPP-00480067,Enquiry,,2026-09-09T12:55:51.000+0000
006jX00000064H4QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064H4QAI/view,Brand as Capital - Closed Won,Qualify,2025-07-27,,RY-OPP-00480727,Closed Won,26462.87,2026-09-09T12:55:06.000+0000
006jX00000061j4QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061j4QAA/view,Desktop Publishing with InDesign - Application Sent,Qualify,2024-09-06,,RY-OPP-00480862,Application Sent,,2026-09-09T12:54:04.000+0000
006jX00000065RhQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065RhQAI/view,Sustainable Marketing - Qualification,Qualify,2022-09-23,,RY-OPP-00482413,Qualification,,2026-09-09T12:53:12.000+0000
006jX00000064KLQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064KLQAY/view,Management Development Programme: Agency Leadership - Offer Made,Qualify,2023-11-10,,RY-OPP-00483895,Offer Made,35638.22,2026-09-09T12:53:10.000+0000
006jX00000064nLQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064nLQAQ/view,Storytelling for Impact & Influence - Application Sent,Qualify,2025-03-13,,RY-OPP-00484313,Application Sent,5094.71,2026-09-09T12:54:10.000+0000
006jX00000064x3QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064x3QAA/view,Sports Sponsorship Marketing - Application Received,Qualify,2025-02-10,,RY-OPP-00486547,Application Received,,2026-09-09T12:59:18.000+0000
006jX00000066FhQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066FhQAI/view,Higher Certificate in Business Management - Application Sent,Qualify,2024-05-28,,RY-OPP-00489641,Application Sent,,2026-09-09T12:57:14.000+0000
006jX00000065MoQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065MoQAI/view,Digital Marketing Professional - Application Sent,Qualify,2025-04-29,,RY-OPP-00493475,Application Sent,,2026-09-09T12:54:14.000+0000
006jX00000064x4QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064x4QAA/view,Creative Thinking - Enquiry,Qualify,2025-01-18,,RY-OPP-00494750,Enquiry,4897.05,2026-09-09T12:59:45.000+0000
006jX00000064CHQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064CHQAY/view,Storytelling for Impact & Influence - Closed Lost,Qualify,2025-06-11,,RY-OPP-00495548,Closed Lost,6042.18,2026-09-09T12:58:36.000+0000
006jX00000065MqQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065MqQAI/view,Sales & Account Management - Qualification,Qualify,2025-03-25,,RY-OPP-00496971,Qualification,3917.11,2026-09-09T12:55:59.000+0000
006jX00000062nBQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062nBQAQ/view,Part-Time Postgraduate Diploma in Management - Application Sent,Qualify,2023-09-17,,RY-OPP-00497158,Application Sent,,2026-09-09T12:57:41.000+0000
006jX00000062nAQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062nAQAQ/view,Operational Finance - Closed Won,Qualify,2024-09-27,,RY-OPP-00498806,Closed Won,12039.03,2026-09-09T12:53:45.000+0000
006jX00000062vCQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062vCQAQ/view,Part-Time Postgraduate Diploma in Management - Qualification,Qualify,2022-10-24,,RY-OPP-00506249,Qualification,,2026-09-09T12:58:37.000+0000
006jX00000066pAQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066pAQAQ/view,Public Relations - Application Sent,Qualify,2025-12-02,,RY-OPP-00508150,Application Sent,11882.46,2026-09-09T12:58:11.000+0000
006jX00000063rPQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063rPQAQ/view,Higher Certificate in Marketing and Branding - Application Received,Qualify,2022-11-03,,RY-OPP-00511806,Application Received,,2026-09-09T12:55:01.000+0000
006jX00000065oEQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065oEQAQ/view,Data Analysis - Closed Won,Qualify,2024-06-09,,RY-OPP-00513355,Closed Won,12182.69,2026-09-09T12:54:40.000+0000
006jX00000066ilQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066ilQAA/view,Creative Thinking - Qualification,Qualify,2022-07-01,,RY-OPP-00513381,Qualification,3686.4,2026-09-09T12:57:45.000+0000
006jX00000065hnQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065hnQAA/view,Part-Time Postgraduate Diploma in Digital Marketing - Qualification,Qualify,2024-03-04,,RY-OPP-00515974,Qualification,,2026-09-09T13:00:02.000+0000
006jX00000065l1QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065l1QAA/view,Data Visualisation for Designers - Qualification,Qualify,2024-06-17,,RY-OPP-00516237,Qualification,14576.39,2026-09-09T12:54:36.000+0000
006jX00000064nMQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064nMQAQ/view,Higher Certificate in Business Management - Qualification,Qualify,2025-10-29,,RY-OPP-00517028,Qualification,,2026-09-09T12:54:11.000+0000
006jX00000061j5QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061j5QAA/view,Operational Finance - Qualification,Qualify,2022-07-15,,RY-OPP-00517139,Qualification,10098.9,2026-09-09T12:58:18.000+0000
006jX00000061KpQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061KpQAI/view,Part-Time Postgraduate Diploma in Management - Closed Lost,Qualify,2025-07-20,,RY-OPP-00523563,Closed Lost,,2026-09-09T12:54:38.000+0000
006jX00000066nWQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066nWQAQ/view,Part-Time Higher Certificate in Graphic Design - Qualification,Qualify,2022-06-15,,RY-OPP-00524339,Qualification,,2026-09-09T12:58:39.000+0000
006jX000000631gQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000631gQAA/view,Management Development Programme: Agency Leadership - Application Received,Qualify,2025-10-24,,RY-OPP-00531290,Application Received,28533.04,2026-09-09T12:59:49.000+0000
006jX00000061zDQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061zDQAQ/view,Graphic Design Intermediate with Adobe Photoshop - Application Received,Qualify,2024-06-01,,RY-OPP-00534394,Application Received,13989.49,2026-09-09T12:57:17.000+0000
006jX00000061frQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061frQAA/view,Storytelling for Impact & Influence - Application Sent,Qualify,2026-09-15,,RY-OPP-00540182,Application Sent,4738.65,2026-09-09T12:58:22.000+0000
006jX00000062iKQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062iKQAQ/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Closed Won",Qualify,2025-01-01,,RY-OPP-00540301,Closed Won,,2026-09-09T12:53:23.000+0000
006jX00000065bNQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065bNQAQ/view,Digital Marketing Professional - Offer Made,Qualify,2025-12-29,,RY-OPP-00540975,Offer Made,,2026-09-09T12:52:38.000+0000
006jX00000066HGQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066HGQAY/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Enquiry",Qualify,2022-03-21,,RY-OPP-00542520,Enquiry,,2026-09-09T12:54:29.000+0000
006jX00000066sLQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066sLQAQ/view,User Experience Design - Application Received,Qualify,2024-09-19,,RY-OPP-00546413,Application Received,,2026-09-09T12:57:25.000+0000
006jX00000066txQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066txQAA/view,Graphic Design Intermediate with Adobe Photoshop - Qualification,Qualify,2022-07-13,,RY-OPP-00555331,Qualification,13687.49,2026-09-09T12:58:16.000+0000
006jX00000063McQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063McQAI/view,People Management - Closed Won,Qualify,2022-05-23,,RY-OPP-00561908,Closed Won,10343.94,2026-09-09T12:55:18.000+0000
006jX00000066Z0QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066Z0QAI/view,User Experience Design - Application Sent,Qualify,2024-07-22,,RY-OPP-00562583,Application Sent,,2026-09-09T12:57:31.000+0000
006jX00000066IsQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066IsQAI/view,Higher Certificate in Marketing and Branding - Application Received,Qualify,2026-12-16,,RY-OPP-00565948,Application Received,,2026-09-09T12:55:08.000+0000
006jX00000062nCQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062nCQAQ/view,Strategic Foresight for Leaders - Application Sent,Qualify,2026-01-24,,RY-OPP-00573970,Application Sent,25192.64,2026-09-09T12:58:08.000+0000
006jX00000063uYQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063uYQAQ/view,Higher Certificate in Business Management - Application Sent,Qualify,2024-06-16,,RY-OPP-00575231,Application Sent,,2026-09-09T12:55:49.000+0000
006jX00000061CoQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061CoQAI/view,Desktop Publishing with InDesign - Application Received,Qualify,2025-09-17,,RY-OPP-00578607,Application Received,,2026-09-09T12:53:32.000+0000
006jX00000064nKQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064nKQAQ/view,Rebel Leadership - Application Sent,Qualify,2026-11-15,,RY-OPP-00583243,Application Sent,23595.38,2026-09-09T12:52:41.000+0000
006jX00000066R0QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066R0QAI/view,Creative Thinking - Qualification,Qualify,2024-04-27,,RY-OPP-00584145,Qualification,4635.71,2026-09-09T12:54:06.000+0000
006jX00000065oFQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065oFQAQ/view,Part-Time Higher Certificate in Marketing and Branding - Closed Lost,Qualify,2023-01-04,,RY-OPP-00587931,Closed Lost,,2026-09-09T12:55:43.000+0000
006jX00000060jlQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000060jlQAA/view,AI & Executive Judgement - Offer Made,Qualify,2024-03-07,,RY-OPP-00591396,Offer Made,26824.06,2026-09-09T12:52:59.000+0000
006jX00000064VcQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000064VcQAI/view,Interior Decorating - Application Sent,Qualify,2024-02-11,,RY-OPP-00596173,Application Sent,12346.61,2026-09-09T12:56:37.000+0000
006jX000000644CQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000644CQAQ/view,Project Management - Application Sent,Qualify,2025-08-29,,RY-OPP-00597283,Application Sent,11521.59,2026-09-09T12:56:05.000+0000
006jX00000066QxQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066QxQAI/view,Media Planning - Qualification,Qualify,2026-04-27,,RY-OPP-00598306,Qualification,12483.01,2026-09-09T12:53:09.000+0000
006jX000000656iQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000656iQAA/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Enquiry",Qualify,2024-07-24,,RY-OPP-00608247,Enquiry,,2026-09-09T12:53:34.000+0000
006jX00000063jEQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063jEQAQ/view,Project Management - Enquiry,Qualify,2026-04-26,,RY-OPP-00612607,Enquiry,13254.36,2026-09-09T12:54:56.000+0000
